Instance;Feature 1;Feature 2;Feature 3;Feature 4;Feature 5 (meaningless but please still use it);Feature 6;Feature 7;Feature 8;Feature 9;Feature 10;Target;Target Class
7898;99059;118871;142645;171174;55339;246491;295789;354947;425936;511123;2366035;Very Large Number
7899;90251;108301;129961;155953;7339;224573;269488;323386;388063;465676;2155652;Very Large Number
7900;68271;81925;98310;117972;36418;169879;203855;244626;293551;352261;1630650;Very Large Number
7901;53711;64453;77344;92813;99937;133651;160381;192457;230948;277138;1282896;Very Large Number
7902;11484;13781;16537;19844;58634;28576;34291;41149;49379;59255;274296;Large Number
7903;74240;89088;106906;128287;31815;184733;221680;266016;319219;383063;1773232;Very Large Number
7904;60294;72353;86824;104189;10992;150032;180038;216046;259255;311106;1440137;Very Large Number
7905;73080;87696;105235;126282;6327;181846;218215;261858;314230;377076;1745518;Very Large Number
7906;91120;109344;131213;157456;2754;226736;272083;326500;391800;470160;2176412;Very Large Number
7907;88378;106054;127265;152718;5852;219914;263897;316676;380011;456013;2110926;Very Large Number
7908;47449;56939;68327;81992;80025;118068;141682;170018;204022;244826;1133323;Very Large Number
7909;90614;108737;130484;156581;50135;225476;270571;324685;389622;467546;2164316;Very Large Number
7910;89660;107592;129110;154932;55406;223102;267722;321266;385519;462623;2141526;Very Large Number
7911;51491;61789;74147;88976;40066;128125;153750;184500;221400;265680;1229858;Very Large Number
7912;78324;93989;112787;135344;96504;194896;233875;280650;336780;404136;1870781;Very Large Number
7913;38027;45632;54758;65710;72932;94622;113546;136255;163506;196207;908263;Very Large Number
7914;61392;73670;88404;106085;14447;152762;183314;219977;263972;316766;1466342;Very Large Number
7915;69098;82918;99502;119402;80832;171938;206326;247591;297109;356531;1650415;Very Large Number
7916;23605;28326;33991;40789;91956;58736;70483;84580;101496;121795;563801;Very Large Number
7917;1112;1334;1601;1921;87878;2766;3319;3983;4780;5736;26552;Medium Number
7918;1272;1526;1831;2197;82999;3163;3796;4555;5466;6559;30365;Medium Number
7919;51245;61494;73793;88552;93618;127514;153017;183620;220344;264413;1223992;Very Large Number
7920;13338;16006;19207;23048;83522;33190;39828;47794;57353;68824;318588;Large Number
7921;9597;11516;13819;16583;5348;23880;28656;34387;41264;49517;229219;Large Number
7922;64200;77040;92448;110938;73948;159751;191701;230041;276049;331259;1533427;Very Large Number
7923;28405;34086;40903;49084;43996;70681;84817;101780;122136;146563;678455;Very Large Number
7924;94994;113993;136792;164150;25917;236376;283651;340381;408457;490148;2268942;Very Large Number
7925;46655;55986;67183;80620;92223;116093;139312;167174;200609;240731;1114363;Very Large Number
7926;67563;81076;97291;116749;81973;168119;201743;242092;290510;348612;1613755;Very Large Number
7927;50932;61118;73342;88010;83015;126734;152081;182497;218996;262795;1216505;Very Large Number
7928;6163;7396;8875;10650;12922;15336;18403;22084;26501;31801;147209;Large Number
7929;48965;58758;70510;84612;53746;121841;146209;175451;210541;252649;1169536;Very Large Number
7930;38272;45926;55111;66133;57164;95232;114278;137134;164561;197473;914120;Very Large Number
7931;18554;22265;26718;32062;7153;46169;55403;66484;79781;95737;443173;Large Number
7932;34343;41212;49454;59345;71373;85457;102548;123058;147670;177204;820291;Very Large Number
7933;71816;86179;103415;124098;4120;178702;214442;257330;308796;370555;1715333;Very Large Number
7934;20117;24140;28968;34762;11577;50057;60068;72082;86498;103798;480490;Large Number
7935;92031;110437;132524;159029;89983;229002;274802;329762;395714;474857;2198158;Very Large Number
7936;43211;51853;62224;74669;25316;107524;129029;154835;185802;222962;1032109;Very Large Number
7937;65449;78539;94247;113096;74255;162858;195430;234516;281419;337703;1563257;Very Large Number
7938;36772;44126;52951;63541;87917;91499;109799;131759;158111;189733;878291;Very Large Number
7939;87633;105160;126192;151430;82441;218059;261671;314005;376806;452167;2093123;Very Large Number
7940;46731;56077;67292;80750;59584;116280;139536;167443;200932;241118;1116159;Very Large Number
7941;5367;6440;7728;9274;81283;13355;16026;19231;23077;27692;128190;Large Number
7942;15704;18845;22614;27137;44524;39077;46892;56270;67524;81029;375092;Large Number
7943;16860;20232;24278;29134;35166;41953;50344;60413;72496;86995;402705;Large Number
7944;620;744;893;1072;83012;1543;1852;2222;2666;3199;14811;Medium Number
7945;84051;100861;121033;145240;81579;209146;250975;301170;361404;433685;2007565;Very Large Number
7946;93140;111768;134122;160946;19441;231762;278114;333737;400484;480581;2224654;Very Large Number
7947;25857;31028;37234;44681;70535;64340;77208;92650;111180;133416;617594;Very Large Number
7948;62199;74639;89567;107480;36825;154771;185725;222870;267444;320933;1485628;Very Large Number
7949;51633;61960;74352;89222;6503;128479;154175;185010;222012;266414;1233257;Very Large Number
7950;2283;2740;3288;3946;75112;5682;6818;8182;9818;11782;54539;Large Number
7951;45092;54110;64932;77918;65043;112202;134642;161570;193884;232661;1077011;Very Large Number
7952;15556;18667;22400;26880;26575;38707;46448;55738;66886;80263;371545;Large Number
7953;60452;72542;87050;104460;42885;150422;180506;216607;259928;311914;1443881;Very Large Number
7954;6850;8220;9864;11837;66193;17045;20454;24545;29454;35345;163614;Large Number
7955;99117;118940;142728;171274;23181;246635;295962;355154;426185;511422;2367417;Very Large Number
7956;73368;88042;105650;126780;9944;182563;219076;262891;315469;378563;1752402;Very Large Number
7957;79535;95442;114530;137436;85283;197908;237490;284988;341986;410383;1899698;Very Large Number
7958;30137;36164;43397;52076;18605;74989;89987;107984;129581;155497;719812;Very Large Number
7959;36528;43834;52601;63121;3349;90894;109073;130888;157066;188479;872484;Very Large Number
7960;45774;54929;65915;79098;29685;113902;136682;164018;196822;236186;1093326;Very Large Number
7961;3801;4561;5473;6568;10911;9458;11350;13620;16344;19613;90788;Large Number
7962;51024;61229;73475;88170;94998;126965;152358;182830;219396;263275;1218722;Very Large Number
7963;10616;12739;15287;18344;77764;26416;31699;38039;45647;54776;253563;Large Number
7964;55716;66859;80231;96277;32295;138638;166366;199639;239567;287480;1330773;Very Large Number
7965;93774;112529;135035;162042;12395;233340;280008;336010;403212;483854;2239804;Very Large Number
7966;72432;86918;104302;125162;59542;180233;216280;259536;311443;373732;1730038;Very Large Number
7967;36031;43237;51884;62261;11010;89656;107587;129104;154925;185910;860595;Very Large Number
7968;89407;107288;128746;154495;25345;222473;266968;320362;384434;461321;2135494;Very Large Number
7969;88629;106355;127626;153151;91034;220537;264644;317573;381088;457306;2116909;Very Large Number
7970;85171;102205;122646;147175;39408;211932;254318;305182;366218;439462;2034309;Very Large Number
7971;93379;112055;134466;161359;26320;232357;278828;334594;401513;481816;2230367;Very Large Number
7972;29338;35206;42247;50696;47937;73002;87602;105122;126146;151375;700734;Very Large Number
7973;28647;34376;41251;49501;27963;71281;85537;102644;123173;147808;684218;Very Large Number
7974;92569;111083;133300;159960;55208;230342;276410;331692;398030;477636;2211022;Very Large Number
7975;54983;65980;79176;95011;5063;136816;164179;197015;236418;283702;1313280;Very Large Number
7976;90813;108976;130771;156925;30166;225972;271166;325399;390479;468575;2169076;Very Large Number
7977;88422;106106;127327;152792;71562;220020;264024;316829;380195;456234;2111949;Very Large Number
7978;43688;52426;62911;75493;72221;108710;130452;156542;187850;225420;1043492;Very Large Number
7979;896;1075;1290;1548;84937;2230;2676;3211;3853;4624;21403;Medium Number
7980;22840;27408;32890;39468;49130;56834;68201;81841;98209;117851;545542;Very Large Number
7981;56536;67843;81412;97694;82023;140680;168816;202579;243095;291714;1350369;Very Large Number
7982;26536;31843;38212;45854;92009;66030;79236;95083;114100;136920;633814;Very Large Number
7983;90264;108317;129980;155976;15560;224605;269526;323431;388117;465740;2155956;Very Large Number
7984;63924;76709;92051;110461;48277;159064;190877;229052;274862;329834;1526834;Very Large Number
7985;93080;111696;134035;160842;56532;231612;277934;333521;400225;480270;2223215;Very Large Number
7986;78966;94759;113711;136453;96376;196493;235792;282950;339540;407448;1886112;Very Large Number
7987;65660;78792;94550;113460;61180;163382;196058;235270;282324;338789;1568285;Very Large Number
7988;30051;36061;43273;51928;10252;74777;89732;107678;129214;155057;717771;Very Large Number
7989;55037;66044;79253;95104;78940;136950;164340;197208;236650;283980;1314566;Very Large Number
7990;21843;26212;31454;37745;69707;54353;65224;78269;93923;112708;521731;Very Large Number
7991;31847;38216;45859;55031;23193;79244;95093;114112;136934;164321;760657;Very Large Number
7992;54140;64968;77962;93554;58863;134718;161662;193994;232793;279352;1293143;Very Large Number
7993;60533;72640;87168;104602;99680;150626;180751;216901;260281;312337;1445839;Very Large Number
7994;3608;4330;5196;6235;25046;8978;10774;12929;15515;18618;86183;Large Number
7995;56665;67998;81598;97918;47379;141002;169202;203042;243650;292380;1353455;Very Large Number
7996;7953;9544;11453;13744;44735;19792;23750;28500;34200;41040;189976;Large Number
7997;40921;49105;58926;70711;70248;101824;122189;146627;175952;211142;977397;Very Large Number
7998;99075;118890;142668;171202;31405;246530;295836;355003;426004;511205;2366413;Very Large Number
7999;67255;80706;96847;116216;94287;167351;200821;240985;289182;347018;1606381;Very Large Number
8000;19282;23138;27766;33319;74715;47980;57576;69091;82909;99491;460552;Large Number
8001;39014;46817;56180;67416;16222;97079;116495;139794;167753;201304;931852;Very Large Number
8002;94165;112998;135598;162718;36747;234314;281177;337412;404894;485873;2249149;Very Large Number
8003;18636;22363;26836;32203;60763;46373;55648;66778;80134;96161;445132;Large Number
8004;44321;53185;63822;76586;95316;110284;132341;158809;190571;228685;1058604;Very Large Number
8005;70001;84001;100801;120961;68802;174184;209021;250825;300990;361188;1671972;Very Large Number
8006;9850;11820;14184;17021;18783;24510;29412;35294;42353;50824;235268;Large Number
8007;91329;109595;131514;157817;27885;227256;272707;327248;392698;471238;2181402;Very Large Number
8008;87958;105550;126660;151992;43242;218868;262642;315170;378204;453845;2100889;Very Large Number
8009;75306;90367;108440;130128;86051;187385;224862;269834;323801;388561;1798684;Very Large Number
8010;15953;19144;22973;27568;31072;39698;47638;57166;68599;82319;381058;Large Number
8011;35927;43112;51734;62081;43753;89396;107275;128730;154476;185371;858102;Very Large Number
8012;80510;96612;115934;139121;92956;200334;240401;288481;346177;415412;1922982;Very Large Number
8013;72849;87419;104903;125884;78156;181273;217528;261034;313241;375889;1740020;Very Large Number
8014;56183;67420;80904;97085;76606;139802;167762;201314;241577;289892;1341939;Very Large Number
8015;27662;33194;39833;47800;32563;68832;82598;99118;118942;142730;660709;Very Large Number
8016;1335;1602;1922;2306;39256;3320;3984;4781;5737;6884;31871;Medium Number
8017;85628;102754;123305;147966;37241;213071;255685;306822;368186;441823;2045240;Very Large Number
8018;95356;114427;137312;164774;70017;237275;284730;341676;410011;492013;2277574;Very Large Number
8019;53182;63818;76582;91898;72882;132334;158801;190561;228673;274408;1270257;Very Large Number
8020;71677;86012;103214;123857;4834;178354;214025;256830;308196;369835;1712000;Very Large Number
8021;21611;25933;31120;37344;87702;53776;64531;77437;92924;111509;516185;Very Large Number
8022;20306;24367;29240;35088;26936;50527;60632;72758;87310;104772;485000;Large Number
8023;10085;12102;14522;17426;2412;25093;30112;36134;43361;52033;240868;Large Number
8024;14004;16805;20166;24199;47884;34847;41816;50179;60215;72258;334489;Large Number
8025;96299;115559;138671;166405;56837;239623;287548;345058;414070;496884;2300117;Very Large Number
8026;31170;37404;44885;53862;1660;77561;93073;111688;134026;160831;744500;Very Large Number
8027;13349;16019;19223;23068;66026;33218;39862;47834;57401;68881;318855;Large Number
8028;17232;20678;24814;29777;35228;42878;51454;61745;74094;88913;411585;Large Number
8029;81017;97220;116664;139997;47174;201595;241914;290297;348356;418027;1935087;Very Large Number
8030;80268;96322;115586;138703;27024;199733;239680;287616;345139;414167;1917214;Very Large Number
8031;13588;16306;19567;23480;62298;33811;40573;48688;58426;70111;324550;Large Number
8032;85268;102322;122786;147343;31741;212174;254609;305531;366637;439964;2036634;Very Large Number
8033;79129;94955;113946;136735;63150;196898;236278;283534;340241;408289;1890005;Very Large Number
8034;40004;48005;57606;69127;70797;99542;119450;143340;172008;206410;955492;Very Large Number
8035;11636;13963;16756;20107;30007;28954;34745;41694;50033;60040;277928;Large Number
8036;63722;76466;91759;110111;2731;158560;190272;228326;273991;328789;1521996;Very Large Number
8037;64259;77111;92533;111040;47763;159898;191878;230254;276305;331566;1534844;Very Large Number
8038;81014;97217;116660;139992;29528;201588;241906;290287;348344;418013;1935021;Very Large Number
8039;76286;91543;109852;131822;15667;189823;227788;273346;328015;393618;1822093;Very Large Number
8040;54976;65971;79165;94998;52977;136798;164158;196990;236388;283666;1313110;Very Large Number
8041;46401;55681;66817;80180;66715;115459;138551;166261;199513;239416;1108279;Very Large Number
8042;97495;116994;140393;168472;90370;242599;291119;349343;419212;503054;2328681;Very Large Number
8043;25928;31114;37337;44804;52932;64518;77422;92906;111487;133784;619300;Very Large Number
8044;1947;2336;2803;3364;56363;4844;5813;6976;8371;10045;46499;Medium Number
8045;67120;80544;96653;115984;86779;167017;200420;240504;288605;346326;1603173;Very Large Number
8046;11812;14174;17009;20411;85302;29392;35270;42324;50789;60947;282128;Large Number
8047;98119;117743;141292;169550;93075;244152;292982;351578;421894;506273;2343583;Very Large Number
8048;54915;65898;79078;94894;25710;136648;163978;196774;236129;283355;1311669;Very Large Number
8049;89475;107370;128844;154613;47538;222643;267172;320606;384727;461672;2137122;Very Large Number
8050;28096;33715;40458;48550;30519;69912;83894;100673;120808;144970;671076;Very Large Number
8051;8025;9630;11556;13867;43642;19968;23962;28754;34505;41406;191673;Large Number
8052;72965;87558;105070;126084;99291;181561;217873;261448;313738;376486;1742783;Very Large Number
8053;37688;45226;54271;65125;42133;93780;112536;135043;162052;194462;900183;Very Large Number
8054;36298;43558;52270;62724;40116;90323;108388;130066;156079;187295;867001;Very Large Number
8055;81554;97865;117438;140926;65496;202933;243520;292224;350669;420803;1947932;Very Large Number
8056;38867;46640;55968;67162;91465;96713;116056;139267;167120;200544;928337;Very Large Number
8057;35911;43093;51712;62054;91979;89358;107230;128676;154411;185293;857738;Very Large Number
8058;11313;13576;16291;19549;29945;28151;33781;40537;48644;58373;270215;Large Number
